Order ID,Customer Name,Gender,Product Details (Brand),Phone Number,Age,City,Address,Product Price (Taka),Delivery Charge(Taka),Total Bill (Taka),Phone Number,Customer Value,City Code,Product Code,Value Count,,LOOKUP TABLE   ,LOOKUPVALUE,,Product,Product Code
3803,Maria Karim,Female,Maria B.,013-866-27674,46,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,013-866-27674,Low,3,8,0,,,,,,
3804,Jannatul Rahman,Female,Faraz Manan,019-652-72843,32,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9000,70,9070,019-652-72843,Low,1,9,0,,,,,,
3805,Tahmina Haque,Female,Faraz Manan,016-476-76782,26,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9000,120,9120,016-476-76782,High,3,9,1,,,,,,
3806,Wamia Das,Female,Celina,013-633-21625,31,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,013-633-21625,High,1,1,1,,,,,,
3807,Tahmina Khan,Female,Baroque,018-101-16595,41,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,018-101-16595,Low,3,5,0,,,,,,
3808,Tashpia Khan,Female,Sana Safinaz,013-222-77473,37,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",10590,120,10710,013-222-77473,Low,3,6,0,,,,,,
3809,Tashpia Ferdous,Female,Baroque,017-183-86432,36,Comilla,"House #20, Road #8, Chauddagram, Comilla",7560,120,7680,017-183-86432,High,10,5,1,,,,,,
3810,Tashpia Haque,Female,Sana Safinaz,013-793-34530,37,Cox's Bazar,"House #20, Road #5, Ramu, Coxs Bazar",10590,120,10710,013-793-34530,Low,5,6,0,,,,,,
3811,Sujana Fairooz,Female,Faraz Manan,017-473-77941,37,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9000,120,9120,017-473-77941,High,3,9,1,,,,,,
3812,Tahmina Sultana,Female,Mushq,017-729-66472,39,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",6890,120,7010,017-729-66472,High,20,4,1,,,,,,
3813,Farinaj Islam,Female,Maria B.,017-892-54308,34,Narayanganj,"Apartment #10, Block #I, Narayanganj Sadar, Narayanganj",7500,120,7620,017-892-54308,Low,11,8,0,,,,,,
3814,Sabina Akhtar,Female,Maria B.,015-357-11854,39,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,015-357-11854,Low,1,8,0,,,,,,
3815,Tashfia Ahmed,Female,Sana Safinaz,018-779-13280,47,Barisal,"Flat #5, Building #4, Muladi, Barisal",10590,120,10710,018-779-13280,Low,8,6,0,,,,,,
3816,Mahbuba Tasnim,Female,Sapphire,018-484-38651,42,Rangpur,"House #3, Lane #9, Kotwali, Rangpur",7180,120,7300,018-484-38651,High,9,3,1,,,,,,
3817,Nafisa Ferdous,Female,Celina,017-488-40875,27,Sylhet,"Flat #4, Building #11, Lamabazar, Sylhet",5599,120,5719,017-488-40875,Low,4,1,0,,,,,,
3818,Wamia Khan,Female,Faraz Manan,015-711-34826,45,Khulna,"House #1, Lane #5, Sonadanga, Khulna",9000,120,9120,015-711-34826,Low,6,9,0,,,,,,
3819,Fabliha Karim,Female,Mushq,017-172-96790,50,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,017-172-96790,High,1,4,1,,,,,,
3820,Maria Noor,Female,Maria B.,015-139-51006,36,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7500,120,7620,015-139-51006,Low,3,8,0,,,,,,
3821,Urmi Jahan,Female,Sana Safinaz,019-4969-3291,47,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",10590,70,10660,019-4969-3291,Low,1,6,0,,,,,,
3822,Maria Das,Female,Celina,015-279-94859,37,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",5599,120,5719,015-279-94859,High,20,1,1,,,,,,
3823,Sujana Karim,Female,Amir Adnan,019-481-97975,49,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",9550,120,9670,019-481-97975,Low,3,10,0,,,,,,
3824,Saima Ferdous,Female,Ethnic,018-605-78373,34,Gazipur,"House #8, Lane #10, Joydebpur, Gazipur",6500,120,6620,018-605-78373,High,2,7,1,,,,,,
3825,Wamia Noor,Female,Maria B.,016-397-28070,50,Rajshahi,"Plot #13, Chouhatta, Boalia, Rajshahi",7500,120,7620,016-397-28070,Low,7,8,0,,,,,,
3826,Shahid Sakib,Male,Sana Safinaz,015-444-49042,36,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,015-444-49042,Low,1,6,0,,,,,,
3827,Imran Nain,Male,Ethnic,017-144-38043,36,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",6500,120,6620,017-144-38043,High,16,7,1,,,,,,
3828,Sumaiya Khan,Female,Maria B.,015-969-61003,44,Narsingdi,"Apartment #12, Block #O, Belabo, Narsingdi",7500,120,7620,015-969-61003,Low,15,8,0,,,,,,
3829,Rafid Ali,Male,Ethnic,015-827-35906,39,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",6500,120,6620,015-827-35906,Low,3,7,0,,,,,,
3830,Imran Islam,Male,Amir Adnan,015-683-73270,49,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9550,70,9620,015-683-73270,Low,1,10,0,,,,,,
3831,Sabina Nawar,Female,Maria B.,018-138-73408,41,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7500,120,7620,018-138-73408,High,3,8,1,,,,,,
3832,Faiza Ahmed,Female,Maria B.,013-339-90069,30,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",7500,70,7570,013-339-90069,Low,1,8,0,,,,,,
3833,Nusrat Karim,Female,Maria B.,016-669-28501,50,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,016-669-28501,Low,1,8,0,,,,,,
3834,Alishba Tabassum,Female,Celina,016-567-26880,39,Barisal,"House #10, Lane #3, Natullabad, Barisal",5599,120,5719,016-567-26880,Low,8,1,0,,,,,,
3835,Ratul Siddique,Male,Sapphire,017-584-50821,28,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7180,120,7300,017-584-50821,Low,3,3,0,,,,,,
3836,Rifat Haque,Male,Baroque,019-661-30806,49,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,019-661-30806,Low,1,5,0,,,,,,
3837,Saima Ali,Female,Celina,018-601-23890,41,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,018-601-23890,Low,1,1,0,,,,,,
3838,Irina Tabassum,Female,Maria B.,018-600-16850,35,Tangail,"Plot #7, Mirzapur, Tangail",7500,120,7620,018-600-16850,Low,12,8,0,,,,,,
3839,Nusrat Chowdhury,Female,Faraz Manan,018-597-56856,28,Khulna,"Flat #2, Building #14, Moylapota, Khulna",9000,120,9120,018-597-56856,Low,6,9,0,,,,,,
3840,Saima Chowdhury,Female,Ethnic,018-663-11824,32,Jessore,"House #15, Road #3, Bagherpara, Jessore",6500,120,6620,018-663-11824,High,14,7,1,,,,,,
3841,Lamisa Biswas,Female,Faraz Manan,018-371-10425,48,Barisal,"House #10, Lane #3, Natullabad, Barisal",9000,120,9120,018-371-10425,Low,8,9,0,,,,,,
3842,Anisha Noor,Female,Maria B.,013-479-14026,25,Faridpur,"Plot #5, Charbhadrasan, Faridpur",7500,120,7620,013-479-14026,High,19,8,1,,,,,,
3843,Urmi Chowdhury,Female,Mushq,019-720-50029,23,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6890,70,6960,019-720-50029,Low,1,4,0,,,,,,
3844,Abonty Noor,Female,Ethnic,017-918-66072,39,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,017-918-66072,Low,1,7,0,,,,,,
3845,Nowshin Hossain,Female,Mushq,019-164-27009,40,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6890,70,6960,019-164-27009,Low,1,4,0,,,,,,
3846,Himeka Tabassum,Female,Ethnic,018-657-65037,39,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",6500,70,6570,018-657-65037,Low,1,7,0,,,,,,
3847,Raisa Tabassum,Female,Maria B.,017-259-27340,47,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7500,70,7570,017-259-27340,Low,1,8,0,,,,,,
3848,Farid Sakib,Male,Amir Adnan,018-801-83936,36,Khulna,"House #11, Road #9, Tank Pukur Road, Khulna",9550,120,9670,018-801-83936,Low,6,10,0,,,,,,
3849,Nasir Kabir,Male,Sana Safinaz,018-110-59970,42,Comilla,"Apartment #11, Block #H, Chandina, Comilla",10590,120,10710,018-110-59970,High,10,6,1,,,,,,
3850,Nusrat Ahmed,Female,Celina,017-382-58904,26,Khulna,"Plot #7, DA Khan Road, Khulna",5599,120,5719,017-382-58904,High,6,1,1,,,,,,
3851,Nazia Tabassum,Female,Baroque,018-570-46802,27,Jessore,"House #15, Road #3, Bagherpara, Jessore",7560,120,7680,018-570-46802,Low,14,5,0,,,,,,
3852,Saima Nur,Female,Maria B.,013-142-91407,50,Mymensingh,"Flat #4, Building #13, Gafargaon, Mymensingh",7500,120,7620,013-142-91407,Low,13,8,0,,,,,,
3853,Rabeya Jahan,Female,Celina,017-435-67407,47,Rajshahi,"Apartment #3, Block #B, Seroil, Rajshahi",5599,120,5719,017-435-67407,Low,7,1,0,,,,,,
3854,Maria Jahan,Female,Amir Adnan,015-166-31975,24,Bogura,"House #18, Road #4, Sonatala, Bogura",9550,120,9670,015-166-31975,Low,17,10,0,,,,,,
3855,Urmi Sobhan,Female,Mushq,016-859-17405,25,Khulna,"House #11, Road #9, Tank Pukur Road, Khulna",6890,120,7010,016-859-17405,High,6,4,1,,,,,,
3856,Saima Jahan,Female,Sana Safinaz,019-876-51041,37,Dinajpur,"House #16, Road #6, Khansama, Dinajpur",10590,120,10710,019-876-51041,Low,18,6,0,,,,,,
3857,Sabina Sobhan,Female,Maria B.,015-277-55207,44,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7500,120,7620,015-277-55207,High,3,8,1,,,,,,
3858,Labiba Ahmed,Female,Mushq,019-835-87508,36,Narsingdi,"Flat #8, Building #16, Raipura, Narsingdi",6890,120,7010,019-835-87508,Low,15,4,0,,,,,,
3859,Sumaiya Akhtar,Female,Ethnic,013-578-23028,26,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,013-578-23028,Low,1,7,0,,,,,,
3860,Nazia Nur,Female,Khaadi,017-441-25604,25,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",5990,120,6110,017-441-25604,Low,3,2,0,,,,,,
3861,Raisa Rahman,Female,Maria B.,016-876-99708,44,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",7500,70,7570,016-876-99708,Low,1,8,0,,,,,,
3862,Farinaj Chowdhury,Female,Mushq,016-701-10201,47,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,016-701-10201,Low,1,4,0,,,,,,
3863,Aminul Islam,Male,Baroque,016-512-98015,48,Khulna,"House #1, Lane #5, Sonadanga, Khulna",7560,120,7680,016-512-98015,Low,6,5,0,,,,,,
3864,Mehedi Haque,Male,Amir Adnan,018-104-76009,35,Barisal,"House #19, Road #11, Natullabad, Barisal",9550,120,9670,018-104-76009,Low,8,10,0,,,,,,
3865,Irina Ahmed,Female,Ethnic,013-363-45601,25,Comilla,"Flat #9, Building #15, Laksam, Comilla",6500,120,6620,013-363-45601,High,10,7,1,,,,,,
3866,Mahbuba Tahsin,Female,Amir Adnan,013-783-15207,37,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",9550,120,9670,013-783-15207,Low,3,10,0,,,,,,
3867,Lamisa Noor,Female,Celina,015-272-76404,32,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5599,120,5719,015-272-76404,High,3,1,1,,,,,,
3868,Farhana Khan,Female,Mushq,013-552-10019,37,Barisal,"House #19, Road #11, Natullabad, Barisal",6890,120,7010,013-552-10019,Low,8,4,0,,,,,,
3869,Saima Ahmed,Female,Ethnic,019-665-48019,31,Comilla,"House #20, Road #8, Chauddagram, Comilla",6500,120,6620,019-665-48019,Low,10,7,0,,,,,,
3870,Ayesha Hossain,Female,Sapphire,016-287-82309,48,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",7180,120,7300,016-287-82309,Low,3,3,0,,,,,,
3871,Farinaj Biswas,Female,Ethnic,017-709-33092,31,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",6500,120,6620,017-709-33092,Low,20,7,0,,,,,,
3872,Miniba Karim,Female,Sapphire,017-289-70091,50,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,017-289-70091,Low,1,3,0,,,,,,
3873,Arabi Sabah,Female,Faraz Manan,019-579-11409,45,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,019-579-11409,Low,1,9,0,,,,,,
3874,Nusrat Nur,Female,Celina,017-139-38040,22,Kushtia,"Flat #2, Building #9, Daulatpur, Kushtia",5599,120,5719,017-139-38040,High,16,1,1,,,,,,
3875,Saima Hossain,Female,Khaadi,013-987-68006,29,Faridpur,"House #10, Lane #7, Faridpur Sadar, Faridpur",5990,120,6110,013-987-68006,Low,19,2,0,,,,,,
3876,Sujana Sabah,Female,Baroque,017-814-82503,40,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",7560,120,7680,017-814-82503,Low,3,5,0,,,,,,
3877,Nusrat Rowshan,Female,Mushq,015-335-90605,33,Tangail,"House #16, Road #11, Gopalpur, Tangail",6890,120,7010,015-335-90605,Low,12,4,0,,,,,,
3878,Maria Rowshan,Female,Sapphire,013-447-62707,37,Chittagong,"Apartment #5B, Block #D, Nasirabad, Chittagong",7180,120,7300,013-447-62707,Low,3,3,0,,,,,,
3879,Fabliha Karim,Female,Sana Safinaz,019-192-43980,47,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,019-192-43980,Low,1,6,0,,,,,,
3880,Saima Ali,Female,Amir Adnan,018-516-71506,47,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9550,120,9670,018-516-71506,High,3,10,1,,,,,,
3881,Arabi Khan,Female,Baroque,015-679-74508,48,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7560,70,7630,015-679-74508,High,1,5,1,,,,,,
3882,Sharmin Ali,Female,Amir Adnan,016-742-35084,42,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",9550,70,9620,016-742-35084,Low,1,10,0,,,,,,
3883,Sabina Karim,Female,Faraz Manan,018-738-69002,24,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,018-738-69002,High,1,9,1,,,,,,
3884,Sharmin Biswas,Female,Khaadi,015-351-10150,37,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5990,70,6060,015-351-10150,High,1,2,1,,,,,,
3885,Labony Islam,Female,Sapphire,018-875-32600,27,Khulna,"Plot #7, DA Khan Road, Khulna",7180,120,7300,018-875-32600,Low,6,3,0,,,,,,
3886,Tashfia Nawar,Female,Celina,018-165-29600,27,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",5599,120,5719,018-165-29600,Low,3,1,0,,,,,,
3887,Saima Hossain,Female,Mushq,019-454-70403,37,Barisal,"House #10, Lane #3, Natullabad, Barisal",6890,120,7010,019-454-70403,Low,8,4,0,,,,,,
3888,Fabliha Nur,Female,Celina,018-876-82907,41,Gazipur,"House #8, Lane #10, Joydebpur, Gazipur",5599,120,5719,018-876-82907,Low,2,1,0,,,,,,
3889,Irina Hossain,Female,Celina,013-781-81409,44,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,013-781-81409,Low,1,1,0,,,,,,
3890,Rabbi Morshed,Male,Ethnic,016-647-20106,24,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",6500,70,6570,016-647-20106,Low,1,7,0,,,,,,
3891,Ilma Khan,Female,Amir Adnan,013-580-10669,36,Dinajpur,"Plot #9, Phulbari, Dinajpur",9550,120,9670,013-580-10669,Low,18,10,0,,,,,,
3892,Mostafa Amin,Male,Khaadi,018-515-62260,46,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5990,70,6060,018-515-62260,High,1,2,1,,,,,,
3893,Raisa Ahmed,Female,Celina,019-643-68206,33,Jamalpur,"Flat #1, Building #10, Sarishabari, Jamalpur",5599,120,5719,019-643-68206,Low,20,1,0,,,,,,
3894,Lamisa Karim,Female,Khaadi,019-757-49110,33,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,019-757-49110,Low,1,2,0,,,,,,
3895,Rabeya Ahmed,Female,Celina,019-442-31509,41,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,019-442-31509,Low,1,1,0,,,,,,
3896,Faiza Islam,Female,Baroque,019-873-99704,41,Cox's Bazar,"House #20, Road #5, Ramu, Coxs Bazar",7560,120,7680,019-873-99704,Low,5,5,0,,,,,,
3897,Ilma Haque,Female,Ethnic,016-220-81902,29,Mymensingh,"Plot #5, Trishal, Mymensingh",6500,120,6620,016-220-81902,Low,13,7,0,,,,,,
3898,Nusrat Ali,Female,Celina,013-587-85508,30,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,013-587-85508,Low,1,1,0,,,,,,
3899,Nusrat Ahmed,Female,Khaadi,017-799-71570,25,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",5990,120,6110,017-799-71570,Low,3,2,0,,,,,,
3900,Mahbuba Chowdhury,Female,Amir Adnan,016-267-77070,27,Kushtia,"Apartment #10, Block #P, Mirpur, Kushtia",9550,120,9670,016-267-77070,Low,16,10,0,,,,,,
3901,Parthib Islam,Male,Celina,013-857-86021,46,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",5599,70,5669,013-857-86021,High,1,1,1,,,,,,
3902,Anisha Sobhan,Female,Faraz Manan,019-436-78360,42,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",9000,70,9070,019-436-78360,Low,1,9,0,,,,,,
3903,Abdullah Kabir,Male,Celina,016-305-44002,43,Cox's Bazar,"House #3, Lane #7, Coxs Bazar Sadar, Coxs Bazar",5599,120,5719,016-305-44002,High,5,1,1,,,,,,
3904,Labiba Sultana,Female,Faraz Manan,017-187-88200,47,Jamalpur,"Flat #1, Building #10, Sarishabari, Jamalpur",9000,120,9120,017-187-88200,Low,20,9,0,,,,,,
3905,Tahmina Islam,Female,Baroque,016-203-29204,22,Jessore,"House #15, Road #3, Bagherpara, Jessore",7560,120,7680,016-203-29204,High,14,5,1,,,,,,
3906,Sharmin Jahan,Female,Faraz Manan,018-126-42006,46,Jessore,"Apartment #7, Block #N, Jhikargachha, Jessore",9000,120,9120,018-126-42006,Low,14,9,0,,,,,,
3907,Raisa Ferdous,Female,Faraz Manan,018-736-73706,24,Narsingdi,"Plot #13, Monohardi, Narsingdi",9000,120,9120,018-736-73706,High,15,9,1,,,,,,
3908,Labiba Tabassum,Female,Celina,013-703-17809,27,Chittagong,"Flat #8, Building #7, Agrabad, Chittagong",5599,120,5719,013-703-17809,High,3,1,1,,,,,,
3909,Nowshin Khan,Female,Sana Safinaz,019-836-81072,28,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",10590,70,10660,019-836-81072,Low,1,6,0,,,,,,
3910,Fabliha Haque,Female,Ethnic,018-920-75024,43,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",6500,120,6620,018-920-75024,High,3,7,1,,,,,,
3911,Shahid Uddin,Male,Faraz Manan,015-947-45040,39,Khulna,"House #11, Road #9, Tank Pukur Road, Khulna",9000,120,9120,015-947-45040,Low,6,9,0,,,,,,
3912,Faiza Khan,Female,Mushq,015-555-84076,42,Sylhet,"Flat #4, Building #11, Lamabazar, Sylhet",6890,120,7010,015-555-84076,High,4,4,1,,,,,,
3913,Labiba Rowshan,Female,Faraz Manan,015-708-85600,27,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",9000,70,9070,015-708-85600,Low,1,9,0,,,,,,
3914,Farinaj Nur,Female,Faraz Manan,016-981-85017,47,Chittagong,"House #9, Lane #2, Panchlaish, Chittagong",9000,120,9120,016-981-85017,High,3,9,1,,,,,,
3915,Tashpia Biswas,Female,Sapphire,019-424-82036,47,Faridpur,"House #19, Road #3, Sadarpur, Faridpur",7180,120,7300,019-424-82036,High,19,3,1,,,,,,
3916,Jannatul Karim,Female,Faraz Manan,019-780-94300,26,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",9000,120,9120,019-780-94300,Low,3,9,0,,,,,,
3917,Saima Sabrin,Female,Maria B.,017-111-83092,47,Tangail,"Plot #7, Mirzapur, Tangail",7500,120,7620,017-111-83092,High,12,8,1,,,,,,
3918,Lamisa Haque,Female,Sana Safinaz,019-415-59404,42,Rangpur,"Apartment #7, Block #G, Pirgacha, Rangpur",10590,120,10710,019-415-59404,Low,9,6,0,,,,,,
3919,Farhana Jahan,Female,Baroque,013-153-49083,42,Rangpur,"Plot #8, Bogra Road, Rangpur",7560,120,7680,013-153-49083,High,9,5,1,,,,,,
3920,Irina Fairooz,Female,Ethnic,016-180-24303,37,Narayanganj,"Flat #7, Building #12, Sonargaon, Narayanganj",6500,120,6620,016-180-24303,Low,11,7,0,,,,,,
3921,Saima Jahan,Female,Maria B.,018-446-45907,27,Khulna,"Plot #7, DA Khan Road, Khulna",7500,120,7620,018-446-45907,Low,6,8,0,,,,,,
3922,Farinaj Biswas,Female,Baroque,013-302-52014,33,Chittagong,"House #21, Road #6, Jamal Khan, Chittagong",7560,120,7680,013-302-52014,Low,3,5,0,,,,,,
3923,Fabliha Das,Female,Baroque,018-710-63009,30,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7560,70,7630,018-710-63009,Low,1,5,0,,,,,,
3924,Tahmina Tahsin,Female,Amir Adnan,019-332-62035,48,Jessore,"House #4, Lane #12, Jessore Sadar, Jessore",9550,120,9670,019-332-62035,Low,14,10,0,,,,,,
3925,Faiza Biswas,Female,Faraz Manan,015-103-39110,34,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,015-103-39110,High,1,9,1,,,,,,
3926,Farhana Khan,Female,Ethnic,019-342-17601,49,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",6500,70,6570,019-342-17601,High,1,7,1,,,,,,
3927,Sujana Sultana,Female,Amir Adnan,013-458-66304,31,Kushtia,"Plot #6, Kumarkhali, Kushtia",9550,120,9670,013-458-66304,Low,16,10,0,,,,,,
3928,Himeka Das,Female,Sana Safinaz,017-306-86508,25,Rangpur,"House #16, Road #10, Kaunia, Rangpur",10590,120,10710,017-306-86508,High,9,6,1,,,,,,
3929,Wamia Karim,Female,Celina,017-134-31509,49,Narsingdi,"House #19, Road #4, Shibpur, Narsingdi",5599,120,5719,017-134-31509,High,15,1,1,,,,,,
3930,Abonty Karim,Female,Faraz Manan,013-946-38602,43,Jessore,"Plot #8, Manirampur, Jessore",9000,120,9120,013-946-38602,Low,14,9,0,,,,,,
3931,Sabina Sabah,Female,Mushq,015-874-11000,32,Narayanganj,"Apartment #10, Block #I, Narayanganj Sadar, Narayanganj",6890,120,7010,015-874-11000,High,11,4,1,,,,,,
3932,Irina Islam,Female,Khaadi,018-316-39909,26,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",5990,70,6060,018-316-39909,Low,1,2,0,,,,,,
3933,Maria Karim,Female,Sapphire,013-704-35027,35,Kushtia,"Apartment #10, Block #P, Mirpur, Kushtia",7180,120,7300,013-704-35027,Low,16,3,0,,,,,,
3934,Tamanna Tabassum,Female,Baroque,019-433-25140,44,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",7560,70,7630,019-433-25140,Low,1,5,0,,,,,,
3935,Sujana Nawar,Female,Sapphire,013-591-58041,35,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7180,70,7250,013-591-58041,Low,1,3,0,,,,,,
3936,Rafid Uddin,Male,Baroque,016-132-30400,34,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7560,70,7630,016-132-30400,Low,1,5,0,,,,,,
3937,Farhana Khan,Female,Baroque,019-583-81500,41,Dhaka,"House #15, Lane #4, Mirpur, Dhaka",7560,70,7630,019-583-81500,Low,1,5,0,,,,,,
3938,Himeka Tasnim,Female,Mushq,015-780-87702,46,Jamalpur,"Apartment #7, Block #T, Melandaha, Jamalpur",6890,120,7010,015-780-87702,Low,20,4,0,,,,,,
3939,Fabliha Rahman,Female,Faraz Manan,013-172-56100,37,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",9000,70,9070,013-172-56100,Low,1,9,0,,,,,,
3940,Ilma Khan,Female,Sapphire,017-812-57021,25,Tangail,"House #16, Road #11, Gopalpur, Tangail",7180,120,7300,017-812-57021,High,12,3,1,,,,,,
3941,Tahmina Noor,Female,Sana Safinaz,016-389-15041,44,Rangpur,"House #16, Road #10, Kaunia, Rangpur",10590,120,10710,016-389-15041,Low,9,6,0,,,,,,
3942,Karim Morshed,Male,Mushq,017-306-33009,32,Jamalpur,"House #4, Lane #12, Jamalpur Sadar, Jamalpur",6890,120,7010,017-306-33009,High,20,4,1,,,,,,
3943,Ayesha Biswas,Female,Mushq,013-117-49709,42,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,013-117-49709,Low,1,4,0,,,,,,
3944,Raisa Rowshan,Female,Khaadi,017-222-86608,30,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5990,70,6060,017-222-86608,Low,1,2,0,,,,,,
3945,Labiba Islam,Female,Baroque,013-900-80302,36,Dhaka,"Flat #3A, Building #9, Dhanmondi, Dhaka",7560,70,7630,013-900-80302,Low,1,5,0,,,,,,
3946,Abonty Rahman,Female,Ethnic,015-368-32038,26,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",6500,120,6620,015-368-32038,Low,3,7,0,,,,,,
3947,Saima Das,Female,Faraz Manan,013-570-24085,31,Kushtia,"Plot #6, Kumarkhali, Kushtia",9000,120,9120,013-570-24085,Low,16,9,0,,,,,,
3948,Jannatul Sabah,Female,Sapphire,017-866-75094,34,Rajshahi,"House #17, Road #12, Boalia, Rajshahi",7180,120,7300,017-866-75094,High,7,3,1,,,,,,
3949,Farinaj Tabassum,Female,Celina,015-592-16507,39,Dhaka,"House #7, Road #1, Gulshan 1, Dhaka",5599,70,5669,015-592-16507,Low,1,1,0,,,,,,
3950,Wamia Tahsin,Female,Sana Safinaz,015-770-19803,35,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,015-770-19803,Low,1,6,0,,,,,,
3951,Maria Ahmed,Female,Mushq,016-820-42047,40,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",6890,70,6960,016-820-42047,High,1,4,1,,,,,,
3952,Nazia Sabah,Female,Sana Safinaz,017-367-61999,28,Dhaka,"Plot #5, Sector #6, Uttara, Dhaka",10590,70,10660,017-367-61999,Low,1,6,0,,,,,,
3953,Lamia Mahi,Female,Baroque,018-670-61408,47,Chittagong,"Plot #3, GEC Circle, GEC, Chittagong",7560,120,7680,018-670-61408,High,3,5,1,,,,,,
3954,Nafisa Noor,Female,Celina,018-953-78097,30,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5599,70,5669,018-953-78097,Low,1,1,0,,,,,,
3955,Mahir Hassan,Male,Mushq,018-300-42105,25,Barisal,"House #10, Lane #3, Natullabad, Barisal",6890,120,7010,018-300-42105,Low,8,4,0,,,,,,
3956,Saima Ferdous,Female,Khaadi,015-418-32201,31,Dhaka,"Apartment #12, Block #C, Banani, Dhaka",5990,70,6060,015-418-32201,Low,1,2,0,,,,,,
